original_title,director,cast,production_companies,genres,keywords,runtime,release_date,release_year,budget,budget_adj,revenue,revenue_adj,vote_count,vote_average,popularity,has_homepage
Charlotte Gray,Gillian Armstrong,Cate Blanchett|James Fleet|Abigail Cruttenden|Charlotte McDougall|Rupert Penry-Jones,Senator Film Produktion|Ecosse Films|Film4|Pod Films,Drama|History|Romance|War,france|resistance|loss of lover|world war ii|nazis,121,2001-12-17,2001,0,0,741394,913017,14,5.4,0.278317,False
Iris,Richard Eyre,Judi Dench|Jim Broadbent|Kate Winslet|Hugh Bonneville|Penelope Wilton,Miramax Films|BBC Films|Intermedia Films,Drama|Romance,based on novel|new love|love of one's life|retiree|aging,91,2001-12-14,2001,0,0,0,0,21,5.7,0.22315100000000002,False
A Beautiful Mind,Ron Howard,Russell Crowe|Ed Harris|Jennifer Connelly|Christopher Plummer|Paul Bettany,Imagine Entertainment|DreamWorks SKG|Universal Pictures,Drama|Romance,individual|schizophrenia|massachusetts|love of one's life|intelligence,135,2001-12-11,2001,60000000,73889287,313542341,386123667,1786,7.5,2.169826,True
Ali,Michael Mann,Will Smith|Jamie Foxx|Jon Voight|Mario Van Peebles|Ron Silver,Columbia Pictures Corporation,Drama,usa|transporter|boxer|biography|muhammad,157,2001-12-11,2001,107000000,131769228,87713825,108018533,253,6.7,0.554186,False
Vanilla Sky,Cameron Crowe,Tom Cruise|PenÃ©lope Cruz|Cameron Diaz|Kurt Russell|Jason Lee,Paramount Pictures|Cruise-Wagner Productions|Vinyl Films,Drama|Mystery|Romance|Science Fiction|Thriller,amnesia|ex-girlfriend|virtual reality,136,2001-12-10,2001,68000000,83741191,203388341,250470325,628,6.3,1.1318780000000002,False
The Order,Sheldon Lettich,Jean-Claude Van Damme|Brian Thompson|Charlton Heston|Sofia Milos|Ben Cross,777 Films Corporation,Adventure|Drama|Action|Comedy|Thriller,crusader|artifact|attack,89,2001-12-10,2001,0,0,0,0,30,3.8,0.205204,False
Not Another Teen Movie,Joel Gallen,Chyler Leigh|Chris Evans|Jaime Pressly|Eric Christian Olsen|Mia Kirshner,Original Film|Columbia Pictures Corporation|Neal H. Moritz Productions,Comedy,underdog|ball|kiss|high school|school party,89,2001-12-07,2001,16000000,19703809,66468332,81854960,223,5.3,1.456526,False
Ocean's Eleven,Steven Soderbergh,George Clooney|Brad Pitt|Matt Damon|Andy GarcÃ­a|Julia Roberts,Village Roadshow Pictures|Section Eight|NPV Entertainment|Jerry Weintraub Productions|Warner Bros.,Thriller|Crime,prison|pickpocket|strip club|con artist|atlantic city,116,2001-12-07,2001,85000000,104676489,450717150,555052814,2645,7.0,2.642249,True
The Land Before Time VIII: The Big Freeze,Charles Grosvenor,John Ingle|Rob Paulsen|Thomas Dekker|Anndi McAfee|Jeff Bennett,Universal Cartoon Studios,Adventure|Animation|Family,,75,2001-12-04,2001,0,0,0,0,15,6.1,0.51549,False
Beethoven's 4th,David M. Evans,Judge Reinhold|Julia Sweeney|Joe Pichler|Michaela Gallo|Kaleigh Krish,Universal Pictures,Comedy|Family,,93,2001-12-04,2001,0,0,0,0,27,4.4,0.457617,False
Impostor,Gary Fleder,Gary Sinise|Madeleine Stowe|Mekhi Phifer|Vincent D'Onofrio|Tony Shalhoub,Dimension Films|Marty Katz Productions|Mojo Films|PK Pictures,Action|Science Fiction|Thriller,android|alien,102,2001-12-03,2001,40000000,49259524,0,0,54,5.9,0.300216,False
The Lost Battalion,Russell Mulcahy,Ricky Schroder|Phil McKee|Jamie Harris|Jay Rodan|Adam James,,History|Drama|War,world war i|war|combat,92,2001-12-02,2001,0,0,0,0,16,6.0,0.18527000000000002,False
Jack and the Beanstalk: The Real Story,Brian Henson,Matthew Modine|Mia Sara|Vanessa Redgrave|Daryl Hannah|Jon Voight,,Adventure|Drama|Fantasy,beanstalk|giant,174,2001-12-02,2001,0,0,0,0,11,6.0,0.271443,False
Texas Rangers,Steve Miner,James Van Der Beek|Rachael Leigh Cook|Ashton Kutcher|Dylan McDermott|Usher Raymond,Dimension Films,Action|Adventure|Drama|Western,underwear|tiger|racial segregation,110,2001-11-30,2001,0,0,0,0,10,5.6,0.283553,False
Epoch,Matt Codd,David Keith|Stephanie Niznik|Ryan O'Neal|Brian Thompson|Steve Bond,Unified Film Organization (UFO)|Epoch Productions,Science Fiction,,96,2001-11-24,2001,0,0,0,0,12,3.9,0.198443,False
Novocaine,David Atkins,Chelcie Ross|Steve Martin|Laura Dern|Lynne Thigpen|Polly Noonan,Numb Gums Production Inc.,Comedy|Crime|Thriller,murder|independent film|drug|dentist,95,2001-11-23,2001,6000000,7388928,2025238,2494056,12,5.9,0.164669,True
In the Bedroom,Todd Field,Tom Wilkinson|Sissy Spacek|Nick Stahl|Marisa Tomei|William Mapother,Miramax Films|GreeneStreet/SKE Films,Drama|Thriller,age difference|fishing|arbitrary law|conductor|ex husband,130,2001-11-23,2001,1700000,2093529,0,0,33,5.6,0.390152,False
Out Cold,Brendan Malloy|Emmett Malloy,Jason London|Lee Majors|Zach Galifianakis|David Koechner|Willie Garson,Spyglass Entertainment|Touchstone Pictures,Comedy,manager|alcohol|races|mountains|gondola,89,2001-11-21,2001,24000000,29555714,14782676,18204689,28,6.1,0.348262,False
Tanguy,Ã‰tienne Chatiliez,Eric Berger|Sabine AzÃ©ma|AndrÃ© Dussollier|HÃ©lÃ¨ne Duc|Aurore ClÃ©ment,Les Productions du Champ Poirier|TPS CinÃ©ma|TÃ©lÃ©ma Productions,Comedy,paris|china|parents kids relationship|flat|mama's boy,108,2001-11-21,2001,0,0,0,0,34,5.7,0.047949,False
Black Knight,Gil Junger,Martin Lawrence|Marsha Thomason|Tom Wilkinson|Vincent Regan|Daryl Mitchell,Twentieth Century Fox Film Corporation|Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|Runteldat Entertainment,Adventure|Comedy|Fantasy,england|black people|medaillon|castle|time travel,95,2001-11-21,2001,0,0,0,0,153,5.4,0.906593,False
The Affair of the Necklace,Charles Shyer,Hilary Swank|Simon Baker|Christopher Walken|Hayden Panettiere|Jonathan Pryce,Alcon Entertainment,Drama|History,marie antoinette|revenge,118,2001-11-20,2001,0,0,0,0,12,5.3,0.403778,False
The Matrix Revisited,Josh Oreck,Keanu Reeves|Hugo Weaving|Laurence Fishburne|Carrie-Anne Moss,,Documentary,behind the scenes|fan culture|visual effect,123,2001-11-19,2001,0,0,0,0,44,6.5,0.363073,False
Spy Game,Tony Scott,Robert Redford|Brad Pitt|Catherine McCormack|Stephen Dillane|Larry Bryggman,Universal Pictures|Metropolitan Filmexport|Toho-Towa|Red Wagon Productions|Beacon Communications,Action|Crime|Thriller,spy|china|cia|cold war,126,2001-11-18,2001,92000000,113296906,143049560,176163833,342,6.5,1.063015,False
Behind Enemy Lines,John Moore,Owen Wilson|Gene Hackman|Gabriel Macht|Charles Malik Whitfield|David Keith,Twentieth Century Fox Film Corporation|Davis Entertainment,Action|Drama|Thriller|War,helicopter|war crimes|sniper|bosnia and herzegovina|fighter pilot,106,2001-11-17,2001,40000000,49259524,91753202,112992977,270,5.9,0.9047200000000001,False
Frailty,Bill Paxton,Bill Paxton|Matthew McConaughey|Powers Boothe|Matt O'Leary|Jeremy Sumpter,Cinerenta Medienbeteiligungs KG|American Entertainment Partners L.P.|David Kirschner Productions,Drama|Thriller|Crime,loss of mother|ax|serial killer|demon|fbi agent,100,2001-11-17,2001,11000000,13546369,13110448,16145360,136,6.8,0.625438,False
Harry Potter and the Philosopher's Stone,Chris Columbus,Daniel Radcliffe|Rupert Grint|Emma Watson|John Cleese|Robbie Coltrane,1492 Pictures|Warner Bros.|Heyday Films,Adventure|Fantasy|Family,witch|christmas party|magic|cutting the cord|halloween,152,2001-11-16,2001,125000000,153936014,976475550,1202518036,4265,7.2,8.021423,True
The Wash,DJ Pooh,Dr. Dre|Snoop Dogg|DJ Pooh|Angell Conwell|Bruce Bruce,Lionsgate,Action|Comedy,sex|fight|surprise during end credits|illegal drug|black american stereotype,93,2001-11-16,2001,7000000,8620416,10229331,12597299,15,5.6,0.12891,False
Good Advice,Steve Rash,Charlie Sheen|Angie Harmon|Denise Richards|Jon Lovitz|Rosanna Arquette,,Comedy|Romance,stockbroker,93,2001-11-15,2001,0,0,0,0,13,5.7,0.203888,False
Mickey's House of Villains,Jamie Mitchell,Wayne Allwine|Tony Anselmo|Jeff Bennett|Susanne Blakeslee|Corey Burton,,Animation|Family,mickey mouse|wretch,70,2001-11-15,2001,0,0,0,0,25,6.4,0.682227,False
Monster's Ball,Marc Forster,Halle Berry|Billy Bob Thornton|Heath Ledger|Sean Combs|Coronji Calhoun,Lions Gate Films|Lee Daniels Entertainment,Drama|Romance,southern u.s.|waitress|parents kids relationship|overweight child|loss of child,111,2001-11-11,2001,4000000,4925952,44909486,55305498,107,6.4,0.522846,False
Holiday in the Sun,Steve Purcell,Mary-Kate Olsen|Ashley Olsen|Austin Nichols|Megan Fox|Ben Easter,Dualstar Entertainment Group|Dualstar Productions,Action|Adventure|Comedy|Family,exotic island|twin sister|smuggling|vacation|artifact,87,2001-11-10,2001,0,0,0,0,17,5.6,0.200262,False
Heist,David Mamet,Gene Hackman|Danny DeVito|Delroy Lindo|Sam Rockwell|Rebecca Pidgeon,Epsilon Motion Pictures|Franchise Pictures|Indelible Pictures|Linson Entertainment|Art Linson Productions,Action|Crime|Drama|Thriller,gold|blackmail|bank robber|jewelry|receiving of stolen goods,107,2001-11-09,2001,35000000,43102084,0,0,62,6.5,0.272619,False
Storytelling,Todd Solondz,John Goodman|Selma Blair|Robert Wisdom|Paul Giamatti|Leo Fitzpatrick,New Line Cinema|Killer Films|Good Machine,Comedy|Drama,sex|exploitation|high school|celebrity|independent film,87,2001-11-08,2001,0,0,0,0,22,5.8,0.257859,False
Gosford Park,Robert Altman,Helen Mirren|Clive Owen|Maggie Smith|Geraldine Somerville|Jeremy Northam,USA Films,Drama|Mystery|Thriller,servant|money|shooting party,137,2001-11-07,2001,19800000,24383464,87754044,108068062,107,6.6,0.7817470000000001,False
Mickey's Magical Christmas: Snowed in at the House of Mouse,Tony Craig|Rick Schneider-Calabash|Roberts Gannaway,Wayne Allwine|Tony Anselmo|Carlos Alazraqui|Jeff Bennett|Jodi Benson,Walt Disney Studios Home Entertainment,Animation|Family|Comedy,holiday|narration|compilation,65,2001-11-06,2001,0,0,0,0,28,6.4,0.624372,False
The One,James Wong,Jet Li|Jason Statham|Carla Gugino|Delroy Lindo|James Morrison,Columbia Pictures|Revolution Studios,Action|Science Fiction|Thriller,dual identity,87,2001-11-02,2001,49000000,60342917,0,0,259,5.5,0.427875,False
"Monsters, Inc.",Lee Unkrich|David Silverman|Pete Docter,John Goodman|Billy Crystal|Mary Gibbs|Steve Buscemi|James Coburn,Walt Disney Pictures|Pixar Animation Studios,Fantasy|Animation|Family|Comedy,monster|infant|energy supply|company|rival,92,2001-11-01,2001,115000000,141621133,562816256,693101531,3899,7.3,3.204295,True
Shallow Hal,Bobby Farrelly|Peter Farrelly,Gwyneth Paltrow|Jack Black|Jason Alexander|Joe Viterelli|Bruce McGill,Twentieth Century Fox Film Corporation,Comedy|Romance,overweight|hypnosis|overweight woman|oberflÃ¤chlichkeit|kompliment,114,2001-11-01,2001,40000000,49259524,141069860,173725856,394,5.5,1.061903,False
Citizen Toxie: The Toxic Avenger IV,Lloyd Kaufman,David Mattey|Clyde Lewis|Heidi Sjursen|Paul Kyrmse|Joe Fleishaker,Troma Entertainment,Comedy|Horror,rape|nudity|satire|slapstick|sequel,109,2001-11-01,2001,500000,615744,0,0,11,6.3,0.333096,False
Me Without You,Sandra Goldbacher,Anna Friel|Michelle Williams|Trudie Styler|Allan Corduner|Oliver Milburn,Fireworks Pictures|Momentum Pictures,Drama,friendship|romance|independent film|coming of age|university,107,2001-11-01,2001,0,0,0,0,10,7.0,0.300784,False
Domestic Disturbance,Harold Becker,John Travolta|Vince Vaughn|Teri Polo|Matt O'Leary|Steve Buscemi,Paramount Pictures,Mystery|Thriller|Crime,menace|adoption|dangerous|adoptive father|threat to death,89,2001-10-30,2001,75000000,92361608,54249294,66807360,50,5.4,0.323191,False
Snow White,Caroline Thompson,Miranda Richardson|Kristin Kreuk|Vera Farmiga|Vincent Schiavelli|Clancy Brown,Hallmark Entertainment|Babelsberg International Film Produktion|Sextant Entertainment Group,TV Movie|Fantasy|Family|Adventure,woman director,93,2001-10-28,2001,0,0,0,0,25,5.6,0.224439,False
Thir13en Ghosts,Steve Beck,Tony Shalhoub|Embeth Davidtz|Matthew Lillard|Shannon Elizabeth|Matthew Harrison,Columbia Pictures Corporation|Dark Castle Entertainment|Warner Bros.|13 Ghosts Productions Canada Inc.,Horror|Thriller,hunter|nanny|nudity|collector|house,91,2001-10-26,2001,0,0,0,0,221,5.2,0.648659,False
Life as a House,Irwin Winkler,Kevin Kline|Kristin Scott Thomas|Hayden Christensen|Jena Malone|Mary Steenburgen,New Line Cinema,Drama,father-son relationship|house|cancer|drug|divorce,125,2001-10-25,2001,18000000,22166786,0,0,60,7.0,0.605248,False
The Man Who Sued God,Mark Joffe,Billy Connolly|Judy Davis|Colin Friels|Bille Brown|Wendy Hughes,Australian Film Finance Corporation,Comedy,lightning|fisherman|assurance|god|church,97,2001-10-25,2001,0,0,0,0,11,5.7,0.21665399999999999,False
Bones,Ernest R. Dickerson,Snoop Dogg|Pam Grier|Michael T. Weiss|Clifton Powell|Katharine Isabelle,New Line Cinema,Action|Horror|Thriller,black people|drug dealer|dying and death|skeleton|crack,96,2001-10-24,2001,10000000,12314881,7316658,9010377,17,4.0,0.148963,False
Wishmaster 3: Beyond the Gates of Hell,Chris Angel,John Novak|A.J. Cook|Tobias Mehler|Jason Connery|Emmanuelle Vaugier,Overseas FilmGroup|GFT Entertainment|Artisan Entertainment|Blue Rider Pictures|Paquin Entertainment Group,Horror,sequel|djinn|lifting person in air,89,2001-10-23,2001,0,0,0,0,15,4.1,0.45533500000000005,False
K-PAX,Iain Softley,Jeff Bridges|Kevin Spacey|Mary McCormack|Alfre Woodard|Ajay Naidu,Intermedia Films|Lawrence Gordon Productions|PathÃ© Pictures International|IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,Drama|Science Fiction,robbery|dream|hypnosis|investigation|murder,120,2001-10-22,2001,48000000,59111429,50315140,61962496,330,7.0,0.676114,True
In the Time of the Butterflies,Mariano Barroso,Salma Hayek|Edward James Olmos|MÃ­a Maestro|DemiÃ¡n Bichir|Pilar Padilla,Ventanarosa Productions|Metro-Goldwyn-Mayer (MGM)|Phoenix Pictures|Showtime Networks|Producciones Amaranta,TV Movie|Thriller|Drama|History|Romance,government|dictatorship|butterfly|dominican republic,95,2001-10-21,2001,0,0,0,0,10,6.1,0.115051,False
Riding in Cars with Boys,Penny Marshall,Drew Barrymore|Steve Zahn|Adam Garcia|Brittany Murphy|Logan Lerman,Columbia Pictures,Comedy|Drama|Romance,baby|becoming an adult|puberty|dream|drug addiction,132,2001-10-19,2001,48000000,59111429,35743308,44017459,54,6.4,0.44392299999999996,False
The Last Castle,Rod Lurie,Robert Redford|James Gandolfini|Mark Ruffalo|Steve Burton|Delroy Lindo,DreamWorks SKG,Action|Drama|Thriller,prison|general,131,2001-10-19,2001,72000000,88667144,27642707,34041665,154,7.1,0.8654069999999989,False
From Hell,Albert Hughes|Allen Hughes,Johnny Depp|Heather Graham|Ian Holm|Robbie Coltrane|Ian Richardson,Twentieth Century Fox Film Corporation|Underworld Entertainment,Horror|Mystery|Thriller,loss of family|drug addiction|jack the ripper,122,2001-10-19,2001,35000000,43102084,74558115,91817432,399,6.4,0.8752989999999989,False
Little Secrets,Blair Treu,Evan Rachel Wood|Michael Angarano|David Gallagher,,Drama|Family,,96,2001-10-17,2001,0,0,0,0,14,6.4,0.007336,False
Rudolph the Red-Nosed Reindeer & the Island of Misfit Toys,William R. Kowalchuk Jr.,Rick Moranis|Kathleen Barr|Jamie Lee Curtis,,Animation|Family,,74,2001-10-14,2001,0,0,0,0,11,6.0,0.14941400000000002,False
Dagon,Stuart Gordon,Ezra Godden|Francisco Rabal|Raquel MeroÃ±o|Macarena GÃ³mez|Brendan Price,,Fantasy|Horror|Thriller,spain|brother sister relationship|dream|mutant|octopus,95,2001-10-12,2001,4800000,5911142,0,0,23,6.1,0.115221,False
Bandits,Barry Levinson,Bruce Willis|Billy Bob Thornton|Cate Blanchett|Troy Garity|William Converse-Roberts,Cheyenne Enterprises|Epsilon Motion Pictures|Empire Pictures|Metro-Goldwyn-Mayer (MGM)|Hyde Park Entertainment,Action|Comedy|Crime|Romance,prison,123,2001-10-12,2001,75000000,92361608,67631903,83287884,173,6.1,0.381751,False
Corky Romano,Rob Pritts,Chris Kattan|Vinessa Shaw|Peter Falk|Peter Berg|Chris Penn,Robert Simonds Productions|Touchstone Pictures,Action|Comedy|Crime,,86,2001-10-12,2001,11000000,13546369,23978402,29529117,20,4.4,0.239869,False
Halloweentown II: Kalabar's Revenge,Mary Lambert,Kimberly J. Brown|Debbie Reynolds|Daniel Kountz|Judith Hoag|Phillip Van Dyke,Just Singer Entertainment,Adventure|Family|Fantasy|TV Movie,witch|magic|sequel|warlock|disney channel,81,2001-10-12,2001,0,0,0,0,38,6.0,0.114896,False
Children of the Corn: Revelation,Guy Magar,Claudette Mink|Kyle Cassie|Michael Ironside|Troy Yorke|Michael Rogers,Neo Art & Logic,Horror|Thriller,,82,2001-10-09,2001,0,0,0,0,10,4.3,0.10815699999999999,False
Scooby-Doo and the Cyber Chase,Jim Stenstrum,Scott Innes|Joe Alaskey|Bob Bergen|Grey Griffin|Gary Anthony Sturgis,Hanna-Barbera Productions|Warner Bros. Animation,Animation|Family,video game|virtual reality,75,2001-10-09,2001,0,0,0,0,29,6.7,0.210756,False
Max Keeble's Big Move,Tim Hill,Alex D. Linz|Zena Grey|Nora Dunn|Larry Miller|Josh Peck,Walt Disney Pictures|Karz Entertainment,Comedy|Family|Fantasy|Science Fiction,,86,2001-10-05,2001,12000000,14777857,17292381,21295361,18,5.3,0.269944,False
The Royal Tenenbaums,Wes Anderson,Gene Hackman|Anjelica Huston|Ben Stiller|Gwyneth Paltrow|Luke Wilson,Touchstone Pictures,Comedy|Drama,child prodigy|terminal illness|dysfunctional family|cigarette smoking|family conflict,110,2001-10-05,2001,21000000,25861250,71441250,87979050,679,7.3,1.857978,False
Serendipity,Peter Chelsom,John Cusack|Kate Beckinsale|Jeremy Piven|Bridget Moynahan|Eugene Levy,Miramax Films|Tapestry Films|Simon Fields Productions,Comedy|Romance,soulmates|new love|book|dollar|fate,90,2001-10-05,2001,28000000,34481667,77516304,95460407,310,6.6,1.195555,False
Training Day,Antoine Fuqua,Denzel Washington|Ethan Hawke|Scott Glenn|Tom Berenger|Harris Yulin,Village Roadshow Pictures|NPV Entertainment|Warner Bros.|Outlaw Productions (I)|WV Films II,Action|Crime|Drama|Thriller,police brutality|war on drugs|drug traffic|drug dealer|los angeles,122,2001-10-05,2001,45000000,55416965,104876233,129153834,1029,7.2,1.4460629999999999,False
Joy Ride,John Dahl,Steve Zahn|Paul Walker|Leelee Sobieski|Jessica Bowman|Stuart Stone,Regency Enterprises|Epsilon Motion Pictures|LivePlanet|New Regency Pictures|Bad Robot,Mystery|Thriller|Drama,colorado|friendship|stalker|pokies|truck driver,97,2001-10-05,2001,23000000,28324226,36642838,45125219,166,6.2,0.742951,False
Lantana,Ray Lawrence,Anthony LaPaglia|Geoffrey Rush|Barbara Hershey|Kerry Armstrong|Rachael Blake,Australian Film Finance Corporation (AFFC)|MBP (Germany)|Jan Chapman Productions|The New South Wales Film and Television Office,Crime|Drama|Mystery|Thriller,infidelity|investigation|marriage crisis|police|relation,121,2001-10-04,2001,0,0,0,0,19,6.2,0.293121,False
Zebra Lounge,Kari Skogland,Kristy Swanson|Stephen Baldwin|Brandy Ledford|Cameron Daddo|Dara Perlmutter,Alliance Atlantis Communications,Thriller,sex|obsession|nudity|fantasy|marriage,93,2001-10-04,2001,0,0,0,0,10,4.0,0.390268,False
Tremors 3: Back to Perfection,Brent Maddock,Michael Gross|Shawn Christian|Susan Chuang|Charlotte Stewart|Ariana Richards,Stampede Entertainment|Universal Family and Home Entertainment,Action|Comedy|Horror|Science Fiction|Thriller,small town|graboids|shriekers|tourist attraction|toy car,104,2001-10-02,2001,0,0,0,0,67,5.2,0.705609,False
Barbie in the Nutcracker,Owen Hurley,Kelly Sheridan|Kirby Morrow|Tim Curry,Rainmaker Entertainment,Animation|Family,musical|barbie|ballet,76,2001-09-30,2001,0,0,0,0,73,6.5,1.046249,True
Don't Say a Word,Gary Fleder,Michael Douglas|Sean Bean|Brittany Murphy|Skye McCole Bartusiak|Guy Torry,20th Century Fox|Village Roadshow Pictures|NPV Entertainment|Regency Enterprises|Kopelson Entertainment,Thriller,cemetery|diamant|suspense|psychiatrist|killer,113,2001-09-28,2001,50000000,61574405,100020092,123173554,106,6.1,0.65104,False
Zoolander,Ben Stiller,Ben Stiller|Owen Wilson|Christine Taylor|Will Ferrell|Milla Jovovich,Paramount Pictures|Village Roadshow Pictures|NPV Entertainment|Scott Rudin Productions|Red Hour Productions,Comedy,male model|time magazine|fashion show|fashion model|fictional awards show,89,2001-09-28,2001,28000000,34481667,60780981,74851055,791,6.1,1.581446,False
The Glass House,Daniel Sackheim,Leelee Sobieski|Diane Lane|Stellan SkarsgÃ¥rd|Bruce Dern|Kathy Baker,Original Film,Drama|Thriller,california|loss of parents|siblings|suspense|psychological thriller,106,2001-09-14,2001,30000000,36944643,23619609,29087267,108,5.3,0.578314999999999,False
